title,date_index0,date_index1,date_index10,date_index11,date_index12,date_index13,date_index14,date_index15,date_index16,date_index17,date_index18,date_index19,date_index2,date_index20,date_index21,date_index22,date_index23,date_index24,date_index25,date_index26,date_index27,date_index28,date_index29,date_index3,date_index30,date_index31,date_index32,date_index33,date_index34,date_index35,date_index36,date_index37,date_index4,date_index5,date_index6,date_index7,date_index8,date_index9
The Last King of Scotland,36,27,25,40,45,44,51,68,62,41,23,22,26,24,40,71,71,39,28,43,22,33,47,24,59,51,24,23,34,35,47,64,100,46,39,51,55,51
The Words,61,54,78,77,80,72,71,68,79,75,75,71,61,70,63,63,74,70,72,72,72,61,58,61,65,67,70,74,68,62,55,58,71,83,81,97,97,100
Casa de mi Padre,51,49,79,62,64,43,55,63,51,39,35,53,43,31,51,54,47,63,31,40,43,30,41,25,50,30,37,36,30,60,42,43,37,43,49,76,100,100
City Island,75,85,75,76,54,75,91,97,55,63,67,83,77,76,78,94,71,91,68,63,57,76,68,79,85,78,82,74,90,85,85,100,74,72,70,84,99,89
The Guard,50,54,80,72,68,68,64,68,82,73,61,73,48,62,69,59,64,58,82,78,82,66,100,64,91,78,67,73,92,82,91,90,65,43,68,88,75,77
College,81,65,75,100,94,87,82,76,74,89,84,85,64,82,75,70,74,86,84,83,78,77,68,92,69,86,82,81,80,76,68,76,94,90,91,83,75,73
Miss March,12,15,34,34,25,31,35,33,23,21,13,13,17,16,14,17,8,8,8,8,5,7,11,16,12,4,4,5,4,8,12,10,26,19,31,82,100,70
Wish I Was Here,89,100,41,39,42,41,52,59,49,31,28,27,63,22,22,27,19,15,14,13,15,12,14,64,11,10,10,8,8,9,12,12,63,51,54,83,94,78
Goddess of Love,85,40,54,55,96,63,69,79,92,40,54,38,100,75,78,85,97,72,68,77,82,70,70,81,66,60,49,23,78,57,44,78,56,64,63,73,79,60
The Wackness,69,100,70,55,45,42,65,37,62,38,44,40,95,35,24,59,37,31,20,41,50,33,32,79,39,25,35,29,35,56,55,61,62,81,63,65,74,89
The Greatest,56,73,83,65,69,85,73,63,69,80,72,86,75,76,87,67,74,94,80,71,69,61,65,90,100,92,75,86,78,74,82,77,77,69,79,61,74,86
Snow Flower and the Secret Fan,6,2,20,7,7,4,24,12,7,14,9,11,5,15,10,27,22,22,35,28,70,81,100,13,43,27,42,65,58,73,54,42,14,5,4,8,5,14
Come Early Morning,0,0,100,0,0,0,33,0,0,0,0,0,0,0,0,0,43,30,0,30,0,0,43,32,0,0,0,0,30,32,0,41,0,0,32,0,0,0
"Surfer, Dude",56,36,74,49,49,50,66,67,100,49,74,25,36,50,53,68,33,24,24,24,25,0,0,27,33,48,0,25,0,26,33,0,25,38,76,80,51,33
Lake of Fire,9,31,19,30,13,8,30,66,53,31,60,21,9,17,21,13,9,18,29,73,100,58,42,19,23,41,22,45,12,4,37,23,30,26,43,22,9,47
11:14,19,29,33,16,16,66,36,0,26,48,16,0,29,16,52,0,53,35,46,31,47,50,100,34,73,44,29,30,47,16,0,0,50,17,0,55,0,0
Don McKay,0,0,32,97,33,0,0,0,0,33,0,65,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,32,0,0,0,0,100,0,34,0,92,0
Deadfall,84,100,22,21,17,14,18,21,25,13,8,10,76,11,13,19,41,22,19,19,16,19,24,41,31,17,16,16,22,23,29,25,28,19,24,24,35,38
A Shine of Rainbows,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,100,0,0,0,0,0,0,0,0
The Hit List,2,1,2,5,3,5,5,2,2,4,3,3,1,16,100,62,43,42,54,44,44,46,46,2,41,24,28,32,40,41,25,15,4,3,2,2,4,4
Song One,63,66,98,64,67,70,72,75,91,93,76,73,80,79,71,77,83,93,89,74,68,76,67,82,89,77,73,77,64,70,72,91,57,67,72,65,85,100
Freaky Deaky,0,0,36,37,26,15,45,13,27,24,24,0,0,0,29,36,12,12,12,13,15,45,0,12,12,0,38,13,46,15,24,12,61,51,29,100,83,71
Trade of Innocents,0,0,11,5,6,5,6,13,0,5,21,0,0,22,11,13,13,5,5,100,64,45,32,0,13,0,21,5,0,11,0,12,0,0,11,12,7,20
Crossover,58,51,51,56,58,80,43,65,53,59,58,59,56,32,52,46,53,48,43,46,61,59,55,46,47,45,56,40,54,66,53,46,42,58,51,100,79,76
Khiladi 786,24,28,62,57,50,49,46,55,51,39,38,35,29,31,34,38,37,33,34,26,24,22,27,24,23,23,25,17,15,16,21,20,24,26,32,77,100,83
[Rec] 2,16,18,56,43,45,35,45,66,72,49,28,31,17,27,39,54,50,25,25,32,36,41,68,18,62,39,29,36,42,51,77,68,24,24,32,64,100,90
Standing Ovation,22,31,40,28,25,11,16,19,14,11,15,11,28,14,8,16,16,12,12,9,9,6,7,35,7,4,12,8,7,5,12,6,32,45,51,100,79,42
Diary of a Mad Black Woman,30,13,94,47,24,51,60,75,37,73,15,16,43,39,37,48,30,23,19,35,24,9,12,24,37,24,24,20,9,16,21,8,43,48,40,99,100,76
Don Jon,26,31,44,34,33,33,35,49,44,31,24,26,36,25,27,38,36,28,19,18,19,23,26,26,26,20,16,16,16,19,22,24,32,43,58,92,100,79
Iris,84,86,99,96,91,100,94,89,87,91,92,90,93,93,98,93,88,89,99,91,89,92,90,92,92,87,87,94,87,89,91,95,85,93,100,99,98,100
The Chorus,33,57,31,20,58,0,33,0,36,41,43,25,54,0,25,19,28,21,30,20,19,20,14,31,35,22,100,0,0,0,13,34,20,25,25,19,13,21
Le Havre,79,84,73,89,86,86,87,85,91,91,79,77,78,85,74,82,64,68,90,81,82,79,77,86,86,72,81,81,76,79,89,74,88,89,89,89,100,68
R100,69,72,77,48,66,54,82,62,61,77,64,82,44,64,53,44,59,68,49,88,54,65,41,72,98,100,52,41,59,47,56,75,67,66,75,69,75,78
Rang De Basanti,20,26,75,59,53,41,42,47,66,58,44,29,20,27,40,36,43,56,25,19,28,19,24,15,43,43,24,22,23,18,22,37,14,14,16,41,73,100
Animals,90,82,94,95,95,92,86,79,82,77,85,86,88,86,88,81,84,87,91,88,91,86,83,94,85,82,82,84,84,78,81,90,97,97,100,91,82,85
Salvation Boulevard,11,13,20,56,26,52,16,32,26,30,10,10,27,36,88,98,26,62,26,41,20,32,64,20,25,20,20,35,20,21,0,0,25,15,32,49,100,53
The Ten,70,74,80,83,77,78,74,76,80,79,77,88,72,73,58,73,64,90,96,75,79,62,68,67,73,80,68,64,64,77,77,82,84,70,69,78,69,100
Headhunters,58,33,50,84,73,69,48,55,53,48,87,62,51,74,87,51,61,80,56,85,70,78,40,77,51,72,66,72,100,62,58,40,64,64,57,69,45,47
Grabbers,26,20,36,30,34,33,31,32,27,19,26,16,18,24,20,20,19,27,16,36,45,69,44,24,48,54,46,33,100,86,51,64,25,23,26,43,23,10
Saint Ralph,0,51,30,89,31,32,0,0,97,90,30,0,48,33,0,49,0,0,30,61,0,34,0,0,100,0,0,31,0,0,50,0,0,0,63,68,50,48
Miss Julie,28,32,21,33,42,31,31,10,18,25,20,21,18,41,31,25,22,17,21,21,21,41,32,42,86,60,46,17,10,28,28,47,42,100,58,38,24,40
Dum Maaro Dum,12,19,45,33,25,25,27,34,37,28,16,17,17,18,19,22,29,18,7,11,10,8,11,12,16,10,13,8,10,9,10,12,10,18,43,100,76,58
Insidious: Chapter 2,7,15,52,29,26,28,28,53,38,36,30,24,18,23,24,26,35,20,18,13,14,20,28,12,29,14,14,14,15,17,25,25,15,19,30,69,100,70
Saw II,22,20,95,59,45,35,53,51,56,31,28,23,12,21,26,41,40,12,14,8,15,18,19,20,17,10,8,9,12,10,16,8,23,32,30,79,100,91
10 Cloverfield Lane,12,14,47,37,33,32,49,76,68,33,26,25,19,28,42,49,46,33,24,23,25,32,45,20,35,19,19,18,17,24,37,29,22,36,51,80,100,86
Lights Out,12,14,52,48,45,41,50,65,62,41,37,36,16,31,36,45,38,25,24,25,22,24,35,15,29,19,18,19,18,23,34,28,17,21,39,83,100,85
Paranormal Activity 3,13,18,55,39,36,31,37,49,49,33,26,18,19,18,22,30,26,16,13,13,11,15,19,20,17,9,7,8,8,9,15,12,21,29,42,87,100,88
Ouija,21,33,58,45,45,46,64,87,73,43,38,35,45,33,40,68,68,39,37,30,27,31,51,30,44,25,20,19,19,22,30,30,32,37,50,74,100,92
The Gift,20,20,54,49,40,38,46,62,53,37,36,35,22,34,39,52,44,28,30,25,26,31,49,24,40,25,24,22,22,28,37,35,23,29,40,80,100,83
Instructions Not Included,55,99,44,29,23,20,31,48,41,25,19,17,100,16,25,54,50,30,20,16,17,23,40,87,40,20,14,13,12,15,24,25,53,41,37,45,80,80
Paranormal Activity 4,21,24,46,34,37,35,40,53,48,28,26,31,28,32,27,32,29,15,12,11,13,15,22,26,19,11,9,9,9,9,16,16,28,40,56,89,100,77
Monster,86,89,67,81,70,58,72,100,63,70,71,67,86,66,72,68,72,66,71,64,69,66,66,92,55,77,77,61,68,72,62,74,81,75,77,73,70,78
Paranormal Activity: The Marked Ones,15,11,46,27,28,23,33,41,39,17,15,13,12,14,14,22,18,15,8,12,13,15,19,18,15,8,8,9,8,9,14,13,19,38,47,86,100,72
Dallas Buyers Club,87,88,46,38,40,41,64,76,59,31,29,60,100,55,44,58,56,35,36,31,37,32,42,52,50,29,27,26,20,24,32,36,56,73,80,88,91,73
The Lazarus Effect,8,11,33,26,21,27,37,66,57,23,19,22,8,19,28,40,35,15,15,14,14,18,32,9,24,11,11,9,11,13,19,14,16,18,37,75,100,74
Oculus,34,39,57,52,45,46,59,64,61,45,37,33,36,37,46,57,56,36,33,33,36,33,37,32,33,28,27,26,24,25,28,28,37,36,47,76,100,87
Clerks II,19,5,51,33,38,31,31,30,16,25,12,28,22,12,21,16,9,8,6,10,6,10,9,24,2,11,8,3,5,13,2,2,18,27,42,74,100,63
The Way Way Back,70,88,62,52,55,57,58,86,87,53,56,48,73,46,66,68,70,42,36,41,38,50,49,47,47,39,37,33,41,29,48,47,52,48,60,85,100,99
Our Idiot Brother,17,15,52,34,33,27,35,51,68,45,29,23,13,20,27,38,30,22,13,12,15,18,28,19,23,10,10,11,9,11,13,12,17,18,38,93,100,86
Race,59,70,66,60,60,59,64,82,90,65,61,66,67,58,62,81,88,72,67,66,60,64,79,56,89,67,73,75,65,69,74,88,58,56,58,69,89,100
O,89,86,94,97,94,96,90,86,88,93,98,100,86,97,94,86,90,96,97,97,96,91,86,94,90,95,97,95,95,87,83,89,92,87,79,84,82,88
"As Above, So Below",2,3,62,29,21,21,37,81,51,23,28,17,4,26,44,73,44,20,15,15,15,19,18,2,17,8,8,6,6,8,13,5,4,9,24,62,100,82
Addicted,31,38,67,47,44,48,54,78,81,55,42,41,36,40,46,54,48,36,34,34,33,36,46,40,47,36,32,29,32,37,35,37,39,44,53,92,100,85
Still Alice,11,16,100,33,20,18,22,30,24,15,13,13,18,13,18,22,22,13,11,11,15,15,20,14,18,10,9,10,9,11,16,14,11,11,12,19,26,30
Spring Breakers,39,47,61,51,44,44,57,60,56,45,38,35,45,33,38,46,44,26,25,24,24,25,32,38,29,22,18,17,16,18,24,24,40,47,57,77,100,84
Shaun of the Dead,40,42,46,28,43,34,51,35,53,46,29,32,54,35,33,29,35,43,23,15,12,19,29,32,30,20,10,17,19,24,26,25,32,30,37,97,80,100
The Haunting of Molly Hartley,18,26,58,33,21,23,47,69,43,24,23,11,29,10,20,41,25,9,11,10,12,7,12,31,15,6,9,8,5,8,8,6,30,30,45,89,100,76
Apollo 18,25,26,69,48,38,27,32,38,33,21,18,18,36,15,20,24,20,13,10,10,11,11,16,34,12,8,9,8,10,9,15,13,28,33,38,85,100,98
Sunshine Cleaning,50,100,29,20,21,16,29,49,33,5,16,15,64,15,36,42,25,22,19,13,16,17,23,36,27,20,18,15,20,18,27,28,31,21,26,34,39,46
No Escape,18,20,100,80,37,34,35,34,47,71,77,57,18,38,31,30,48,78,61,31,30,27,21,16,28,39,30,16,17,16,13,14,20,21,31,47,49,75
Fifty Shades of Black,14,14,38,28,25,27,38,59,51,36,32,26,16,25,28,34,39,24,16,15,13,15,24,13,21,12,10,11,12,13,16,16,17,19,34,71,100,81
Not Easily Broken,7,10,42,32,21,31,39,51,35,17,13,10,10,13,12,20,17,12,10,11,10,12,15,20,12,6,5,3,6,6,11,9,25,27,32,100,92,66
The Perfect Match,4,7,35,31,25,25,41,61,55,24,21,20,4,22,27,33,30,17,16,13,15,16,21,6,19,10,9,8,7,10,15,13,14,13,23,65,100,80
The Barbarian Invasions,0,0,0,0,0,97,0,0,0,22,0,0,73,0,0,18,0,0,0,0,0,16,18,100,0,32,0,0,0,0,0,0,11,0,29,51,24,0
Grandma's Boy,21,8,74,43,32,28,23,66,31,42,16,18,25,15,22,12,18,4,12,10,6,9,25,32,15,12,6,8,6,4,6,0,39,44,41,71,100,66
Moon,46,53,48,46,48,58,64,68,68,100,95,66,53,64,70,71,69,56,54,53,53,52,57,49,57,49,52,58,54,53,56,57,51,49,49,48,55,55
Keeping Up with the Steins,47,100,15,28,21,14,23,23,22,14,15,29,33,15,40,11,11,0,14,14,7,16,46,23,55,0,7,21,15,8,0,12,21,14,7,47,44,33
Sea Rex 3D: Journey to a Prehistoric World,0,0,100,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Gods and Men,49,70,45,44,38,45,52,64,73,37,38,32,95,39,52,64,59,39,59,52,44,45,81,61,93,56,40,56,40,70,80,53,40,35,35,55,100,77
Bottle Shock,50,43,27,22,19,7,8,27,43,19,19,12,100,7,13,23,45,24,9,10,5,23,10,32,16,7,5,15,13,13,3,25,45,17,23,55,67,46
90 Minutes in Heaven,11,11,32,25,28,24,41,57,42,19,22,18,18,12,22,24,18,9,8,9,5,9,14,18,9,4,6,2,4,6,6,4,18,30,38,81,100,59
Everything Must Go,61,77,57,54,49,48,50,83,100,66,58,49,93,46,50,70,84,53,46,50,35,43,76,61,65,44,40,28,38,40,48,62,48,57,33,52,67,58
The Machinist,63,100,25,58,18,25,46,41,13,42,17,9,52,26,48,29,70,45,55,20,11,30,19,41,16,11,0,10,11,34,42,0,33,26,26,27,27,80
Kill the Messenger,8,6,59,44,32,33,36,46,66,45,27,25,7,22,24,20,29,20,14,14,14,13,14,6,21,17,9,8,8,7,8,12,11,27,27,46,100,86
Rabbit Hole,50,55,64,50,46,45,60,76,63,45,51,45,49,45,52,72,75,50,40,46,49,54,62,38,87,53,47,47,49,48,69,100,79,88,50,51,57,83
Green Room,55,61,52,52,46,40,38,43,39,27,25,26,62,28,23,26,27,22,23,21,30,22,26,37,25,23,20,21,15,21,24,23,45,42,42,73,100,85
The Oh in Ohio,36,48,49,32,97,65,35,92,67,64,63,82,70,51,72,96,95,0,34,100,50,36,68,33,87,32,63,63,64,34,90,44,65,50,67,35,96,92
"Gandhi, My Father",0,0,0,31,0,63,100,0,0,31,0,0,0,0,33,46,45,0,0,32,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
Standard Operating Procedure,42,67,28,40,39,10,51,43,29,100,72,51,44,41,42,67,45,14,71,20,41,42,11,43,0,59,51,42,31,11,11,30,22,59,71,51,55,15
Tucker and Dale vs Evil,20,41,24,0,39,0,30,21,38,50,40,30,25,21,0,27,30,54,22,43,54,90,66,48,100,74,20,19,39,70,30,59,20,19,60,40,31,50
"Lovely, Still",0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decoys,0,25,0,15,33,20,0,0,0,0,0,10,24,66,0,0,0,0,7,23,23,8,0,23,24,0,0,19,0,0,0,25,16,8,31,76,25,100
The Visit,21,29,48,35,31,32,39,56,53,32,29,33,30,34,46,63,58,33,28,25,23,28,45,30,37,23,21,20,19,24,31,30,28,33,42,73,100,82
Redacted,12,12,58,56,32,24,24,62,33,35,34,42,12,34,31,35,19,19,20,16,10,24,22,12,19,13,11,8,9,15,12,13,60,73,94,76,81,100
Area 51,28,34,67,56,47,40,47,56,54,55,43,32,31,40,38,50,48,33,36,33,34,38,42,29,44,35,35,29,26,29,36,45,24,28,25,60,100,84
Sleep Tight,46,54,27,38,82,61,100,41,65,86,65,66,67,39,81,41,79,74,80,67,55,73,40,55,65,49,48,44,87,52,80,58,62,60,22,23,67,67
The Cottage,48,40,46,46,46,44,44,44,36,40,42,29,51,35,35,45,48,33,100,84,58,71,64,46,54,47,43,26,35,37,45,39,44,36,56,61,67,83
Dead Like Me: Life After Death,42,81,60,41,57,37,37,50,31,46,74,94,44,54,24,24,43,19,40,31,36,42,24,40,24,26,48,40,18,12,18,24,68,74,100,43,55,56
Farce of the Penguins,52,69,59,18,36,24,43,26,60,76,48,36,73,30,31,26,35,42,36,37,49,31,26,100,60,58,42,25,12,36,38,67,40,32,77,64,34,79
Flying By,50,0,27,47,69,44,19,81,33,66,34,14,38,51,58,28,13,27,80,48,29,37,46,41,73,57,46,46,56,9,35,32,48,14,51,46,100,40
Rudderless,96,95,54,53,55,34,87,80,57,40,50,55,70,51,63,93,60,54,52,40,49,59,79,66,35,36,58,54,36,66,70,57,70,34,45,70,100,76
Henry & Me,0,0,0,0,0,0,0,0,0,0,0,0,49,0,100,0,0,0,0,0,0,0,0,0,47,0,0,0,47,47,0,0,0,0,0,49,50,0
Christmas Eve,1,1,2,2,2,2,2,2,2,3,3,3,1,3,3,4,5,7,9,24,100,39,3,1,2,1,1,1,2,1,0,0,1,1,1,1,1,1
We Have Your Husband,0,2,10,16,26,4,5,2,4,4,4,0,0,4,2,2,0,0,2,6,2,0,2,4,0,0,0,4,0,0,0,0,2,2,2,5,100,71
Dying of the Light,3,6,59,34,27,29,21,30,28,22,20,13,7,12,13,19,19,12,10,16,15,16,14,3,14,12,12,14,15,20,16,20,5,4,4,59,100,84
Born of War,41,41,77,35,83,20,50,100,68,43,34,52,52,55,21,30,52,26,43,79,54,0,30,26,59,60,77,96,36,51,50,17,43,26,18,31,20,43
Yoga Hosers,9,14,32,30,22,15,16,12,9,9,7,4,14,8,10,19,19,6,4,6,4,7,11,16,11,8,4,5,6,4,6,6,33,27,67,100,61,63
Navy Seals vs. Zombies,78,55,20,45,68,9,9,9,20,20,17,43,72,0,17,54,40,30,17,43,42,43,27,100,0,21,9,8,9,9,36,20,52,26,43,35,18,31
I Served the King of England,0,0,0,69,67,0,0,0,0,0,0,65,100,0,69,0,0,0,0,0,67,0,71,0,0,93,0,0,0,0,0,93,69,0,0,0,0,0
Soul Kitchen,12,24,69,45,55,39,100,96,86,54,62,67,22,48,64,92,91,53,50,41,54,56,83,20,68,49,42,37,52,36,51,54,16,24,29,51,62,100
The Awakening,49,66,65,62,69,61,56,51,51,50,39,42,61,29,44,50,64,54,58,59,47,44,45,60,55,63,59,58,62,47,51,50,54,59,65,100,86,96
Hostel,35,32,73,62,47,40,43,56,49,40,34,32,41,32,29,34,39,33,26,31,29,29,28,39,33,24,22,30,19,27,28,29,39,38,49,86,100,89
Tristram Shandy: A Cock and Bull Story,0,0,0,47,0,0,0,72,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,67,0,0,0,0,100,0,67,0,0,0,0,0,0
Take Shelter,34,40,45,51,26,24,53,44,93,56,50,45,79,42,46,97,100,79,54,56,63,59,35,46,66,64,33,41,26,57,42,34,42,26,32,54,52,73
Driving Lessons,61,55,27,50,36,34,29,36,61,42,42,39,67,25,42,35,42,17,27,42,36,26,17,35,53,32,40,29,50,54,46,36,27,58,29,37,100,34
Let's Kill Ward's Wife,5,0,27,37,49,33,8,28,32,14,24,23,0,23,20,12,15,8,14,23,10,7,5,6,10,10,9,14,5,15,9,0,0,0,0,75,100,58
Only God Forgives,20,13,44,40,36,29,27,26,28,31,29,24,17,18,16,15,16,19,22,14,13,12,15,16,19,28,28,17,16,17,14,15,22,19,17,100,95,52
Camping sauvage,0,0,100,50,0,17,17,17,18,25,49,17,0,0,17,0,0,55,0,0,0,17,17,0,36,25,49,0,0,16,17,18,49,0,32,0,85,0
Without Men,55,62,55,74,54,43,83,80,55,62,60,62,44,70,40,68,49,42,59,52,61,71,60,48,49,50,96,74,100,58,69,50,49,43,41,55,56,53
Barfi,79,75,85,71,70,81,80,76,95,61,58,46,84,63,50,63,55,50,54,43,44,41,56,74,58,59,49,43,48,43,59,46,61,66,59,63,86,100
Dear Frankie,34,34,30,0,21,0,23,100,33,20,60,10,65,10,23,83,34,21,10,0,0,46,34,0,32,10,20,20,10,22,16,16,60,31,32,34,50,82
The Names of Love,39,39,0,79,37,37,63,25,14,32,47,50,27,51,39,52,41,33,63,63,38,39,0,65,42,17,0,13,66,27,0,18,47,100,38,38,69,0
Treading Water,70,60,31,24,46,60,10,40,51,62,71,80,61,50,20,74,0,42,64,24,81,40,21,42,65,23,37,25,43,100,71,61,48,12,10,60,20,81
Savage Grace,13,33,41,29,41,30,45,0,33,19,37,18,32,12,26,58,40,12,23,18,12,13,32,18,16,12,17,35,24,12,16,47,30,42,60,77,100,57
Moms' Night Out,11,13,42,25,24,25,31,50,36,19,20,19,15,21,27,30,30,21,15,14,15,19,21,16,14,11,12,9,13,14,15,15,18,26,29,69,93,100
Saving Private Perez,21,4,97,69,17,25,44,38,47,19,19,27,18,8,23,27,27,3,5,11,8,0,17,9,7,11,5,3,11,12,10,14,23,23,32,81,99,100
Life During Wartime,0,12,35,9,27,36,85,59,70,44,17,64,0,65,79,100,85,65,18,54,18,19,24,9,36,27,18,27,57,10,24,48,0,0,0,10,47,23
Lady Vengeance,0,50,31,31,31,63,34,100,0,30,0,31,0,32,34,0,49,0,0,0,31,98,0,30,0,28,29,0,0,0,92,45,31,31,32,0,0,50
Mozart's Sister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
Exiled,57,0,38,40,27,40,27,14,0,19,39,27,60,0,41,29,19,37,13,38,26,26,14,39,19,36,12,13,51,13,27,19,27,40,0,13,14,100
Blackthorn,68,38,63,41,60,48,82,66,57,47,60,54,60,91,58,83,26,36,33,47,48,29,46,53,55,33,74,33,33,58,38,34,77,64,64,93,78,100
After.Life,29,19,45,38,41,35,28,33,46,55,25,24,100,17,28,30,45,43,23,23,27,31,40,94,62,39,31,20,14,17,21,38,38,35,32,18,19,50
Fugly,41,49,59,53,52,44,42,50,46,32,31,30,48,26,28,31,28,20,19,19,17,15,19,38,18,12,14,13,13,13,13,13,37,46,52,89,100,80
Airlift,10,15,73,64,56,50,49,54,47,36,31,27,13,24,26,30,28,21,18,16,15,16,18,12,16,13,12,11,11,11,13,11,14,13,20,88,100,88
Falcon Rising,100,86,17,10,9,11,6,8,10,10,8,8,80,7,5,7,9,8,6,4,6,6,7,44,7,8,6,5,4,8,7,7,23,18,14,12,15,16
The Sweeney,47,40,62,62,30,48,39,39,75,36,37,30,55,26,31,55,47,37,39,24,26,31,74,42,56,32,27,44,31,32,48,39,38,30,34,42,75,100
Paa,15,14,51,48,39,34,40,40,39,24,23,22,16,21,22,30,33,20,22,19,23,21,21,14,21,17,16,15,16,14,16,14,18,19,31,93,100,75
Pan,60,67,85,78,75,74,76,82,79,72,68,69,69,62,69,74,76,68,69,68,70,71,70,71,68,68,64,63,61,63,69,66,68,72,76,88,100,96
High School Musical,3,10,69,68,61,76,51,87,70,32,30,23,9,29,46,55,54,23,27,25,21,20,46,8,31,23,33,22,23,25,43,31,4,6,7,12,83,100
Night Watch,24,61,51,53,46,41,71,59,63,40,52,58,61,27,62,40,53,37,43,36,38,48,67,26,58,36,33,36,29,46,60,43,53,36,30,55,92,100
Survival of the Dead,30,72,69,49,99,93,83,58,76,76,72,41,91,58,34,52,63,61,54,39,48,67,70,77,68,59,68,45,38,39,39,49,59,39,54,100,35,78
Exodus: Gods and Kings,46,53,56,42,35,35,41,62,54,37,35,39,53,57,62,60,58,41,37,31,47,42,46,37,41,23,21,17,16,17,23,24,33,36,42,72,100,90
Hansel & Gretel Get Baked,51,37,0,14,58,24,12,37,25,13,44,44,39,12,12,0,0,13,0,29,12,0,12,40,12,13,100,28,0,24,37,37,88,29,12,25,25,0
The Boy Next Door,18,21,41,34,31,31,33,55,41,28,28,29,20,24,34,68,59,35,26,25,23,30,42,23,38,25,21,19,18,20,24,27,23,29,38,67,100,81
The Kids Are All Right,71,90,56,61,45,39,53,60,60,41,40,38,83,39,42,45,49,29,35,26,25,28,37,49,47,35,27,16,18,13,39,49,55,57,45,62,91,100
The Last Exorcism Part II,12,0,62,28,11,11,65,92,92,45,43,32,0,28,41,7,45,44,49,28,6,29,46,5,26,17,11,23,30,32,27,28,11,17,40,100,54,67
Boyhood,61,80,63,53,47,48,54,87,77,49,41,38,83,39,47,65,77,55,41,32,42,53,75,60,65,42,35,37,34,50,68,69,64,63,62,81,93,100
The Cooler,20,29,9,54,73,56,50,58,14,36,18,72,14,37,68,100,28,17,8,17,18,19,53,28,71,25,17,17,26,19,14,14,18,0,28,59,44,28
The Night Listener,18,23,39,25,39,22,37,56,39,21,23,23,13,8,19,12,27,8,8,6,5,10,15,19,13,2,2,4,5,3,11,4,11,39,33,100,69,85
My Soul to Take,23,32,44,33,24,17,27,46,35,28,26,19,27,17,23,24,23,13,10,13,11,12,18,22,13,6,9,7,9,7,11,4,21,26,32,78,100,74
The Orphanage,76,56,54,33,38,38,46,55,66,37,28,25,60,23,32,42,36,19,16,15,12,16,29,28,15,14,14,10,7,12,20,15,40,35,45,77,100,85
A Haunted House 2,20,25,48,36,36,37,41,58,46,31,22,27,21,32,26,37,36,20,15,17,20,21,29,17,25,16,15,14,16,18,25,26,19,32,43,80,100,61
Let's Go to Prison,29,28,32,10,10,30,19,24,14,12,10,6,19,10,18,0,9,6,0,3,10,11,9,19,18,13,3,13,10,4,10,0,19,16,30,49,100,60
You Kill Me,47,43,53,87,48,59,57,29,78,56,42,19,100,40,42,71,42,33,14,24,58,21,43,33,44,10,38,28,24,52,28,14,42,29,14,47,74,80
Thumbsucker,45,16,46,24,15,15,27,69,37,24,29,19,39,25,16,52,36,14,19,19,0,75,23,25,30,15,5,15,30,21,22,0,30,51,30,44,100,61
Red State,35,60,47,39,52,63,82,84,82,63,57,65,68,61,78,95,99,71,97,80,85,86,100,59,94,74,57,68,53,70,86,81,57,60,68,65,65,66
Mirrormask,60,10,54,29,54,24,38,61,77,29,18,12,100,30,19,35,17,23,6,6,6,25,9,74,17,6,11,17,24,32,18,26,80,49,43,13,71,86
Samsara,50,49,72,58,57,55,58,66,75,80,67,48,51,67,54,70,86,87,81,74,58,76,73,62,71,100,73,77,80,56,65,77,53,50,39,64,79,71
The Art of Getting By,26,36,58,44,47,36,48,41,34,25,21,13,29,17,22,20,18,14,14,16,16,17,14,39,19,11,11,11,11,12,17,21,68,70,66,100,100,84
Zipper,63,60,86,83,71,70,75,74,76,75,61,54,71,61,71,62,80,82,87,77,78,68,78,67,80,64,72,73,81,70,74,73,62,60,60,78,99,100
Holy Motors,10,12,62,64,64,44,62,33,54,34,59,32,13,12,47,18,26,29,19,17,25,28,15,22,18,31,12,24,15,20,20,21,12,15,24,100,58,62
Trust,61,89,96,92,85,73,70,94,98,94,92,94,91,74,72,96,95,92,90,90,66,69,90,89,91,87,86,86,66,66,91,90,92,86,71,70,100,96
Adore,82,83,95,77,84,76,83,96,93,100,94,80,86,70,84,80,82,94,85,93,76,80,89,77,85,86,86,79,77,77,82,77,84,73,56,84,75,68
Stake Land,42,67,88,76,51,43,43,56,73,48,36,37,72,32,25,39,35,33,21,26,19,22,54,63,71,54,40,39,39,42,74,45,60,61,84,100,80,93
